ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr,cc_flags,ph_qual,sso_flg,qual_frame,qi_fact,saa_sep,moon_masked,mjd,source_id,w1flux,w1sigflux,w2flux,w2sigflux,allwise_cntr,r_allwise
113.142088,-20.0136256,0.1129,0.1225,12.153,0.029,37.9,12.08,0.043,25.2,11.398,,0.3,7.545,,0.9,0000,AAUU,0,10,1.0,93.728,0000,55299.382714,03622a085-000793,2751.1,72.499,1015.1,40.242,,
113.1421033,-20.0135963,0.108,0.1069,12.123,0.024,44.8,12.223,0.044,24.7,11.257,0.443,2.5,7.436,0.328,3.3,0000,AACB,0,10,1.0,52.425,0000,55299.515018,03627a024-000988,2829.4,63.178,890.01,36.079,,
113.1420822,-20.0135837,0.1113,0.1136,12.112,0.026,42.1,12.141,0.037,29.4,11.219,0.434,2.5,7.71,,0.3,0000,AACU,0,10,1.0,11.882,0000,55299.647322,03630a085-000942,2857.9,67.864,959.8,32.697,,
113.1420755,-20.0136096,0.1196,0.1236,12.18,0.03,36.4,12.136,0.043,25.2,10.44,0.205,5.3,7.728,,,0000,AABU,0,10,1.0,3.84,0000,55299.713538,03633a062-000795,2684.4,73.705,963.56,38.177,,
113.1420878,-20.0136011,0.1093,0.1089,12.153,0.025,43.9,12.12,0.037,29.7,10.421,0.207,5.2,7.589,,0.6,0000,AABU,0,10,1.0,-4.812,0000,55299.779626,03634a085-000981,2752.8,62.725,977.8,32.909,,
113.1421435,-20.013633,0.1047,0.1098,12.092,0.026,42.5,12.095,0.037,29.5,10.732,,2.0,7.782,,,0000,AAUU,0,10,1.0,-11.778,0000,55299.845842,03637a062-002953,2909.4,68.484,1001.3,33.992,,
113.142274,-20.0138133,0.0788,0.0896,11.822,0.016,66.9,12.716,0.048,22.5,10.598,0.346,3.1,7.951,,,0000,AABU,0,10,1.0,-7.99,0000,55299.911931,03638a085-002986,3731.7,55.758,565.06,25.123,,
113.1420863,-20.0135793,0.105,0.1133,12.146,0.026,41.4,12.089,0.036,30.2,11.396,0.497,2.2,7.892,,,0000,AACU,0,10,1.0,6.303,0000,55299.978146,03641a062-000968,2770.6,66.92,1006.1,33.297,,
113.142082,-20.0136215,0.1072,0.1102,12.14,0.024,44.7,12.104,0.039,28.0,11.13,,0.9,7.858,,0.4,0000,AAUU,0,10,1.0,26.473,0000,55300.044235,03642a085-000778,2785.7,62.304,992.34,35.393,,
113.1420579,-20.0136157,0.1104,0.1119,12.138,0.025,42.8,12.198,0.041,26.5,11.321,0.473,2.3,7.75,,0.4,0000,AACU,0,10,1.0,48.401,0000,55300.11045,03645a020-000846,2788.8,65.155,910.51,34.395,,
113.1421261,-20.0136032,0.1189,0.1366,12.149,0.031,35.1,12.08,0.037,29.2,11.537,,,7.609,,0.8,0000,AAUU,0,10,1.0,68.666,0000,55300.176539,03647a034-000774,2762.2,78.803,1014.9,34.736,,
113.1420809,-20.0135966,0.1103,0.1129,12.134,0.024,44.7,12.117,0.037,29.6,11.354,0.473,2.3,8.006,,,0000,AACU,0,10,1.0,88.711,0000,55300.242754,03649a061-000861,2801.3,62.711,980.5,33.131,,
113.1421064,-20.0136274,0.1127,0.1141,12.132,0.025,44.0,12.02,0.038,28.3,10.834,,1.7,7.303,,1.7,0000,AAUU,0,10,1.0,95.865,0000,55300.375059,03653a061-000907,2804.9,63.816,1072.3,37.953,,
113.1421034,-20.0136231,0.1076,0.1134,12.145,0.024,45.0,12.151,0.038,28.4,11.061,,1.0,7.151,,1.8,0000,AAUU,0,10,1.0,54.853,0000,55300.507363,03657a027-000799,2771.9,61.582,950.19,33.455,,
113.1421452,-20.0136141,0.1047,0.1064,12.127,0.024,45.1,12.084,0.035,31.4,11.075,0.35,3.1,7.558,,1.1,0000,AABU,0,10,1.0,13.703,0000,55300.639667,03661a061-000777,2818.3,62.484,1011.4,32.25,,
113.1420781,-20.0136298,0.0516,0.0524,12.134,0.023,47.0,12.128,0.035,31.0,,,,,,,0000,AAXX,0,10,1.0,101.771,0000,55490.790394,09409b218-000900,2878.6,61.26,1055.8,34.063,,
113.142102,-20.0135642,0.0542,0.0569,12.098,0.024,44.7,12.199,0.038,28.4,,,,,,,0000,AAXX,0,10,1.0,76.197,0000,55490.922698,09413b218-000818,2975.6,66.59,988.8,34.799,,
113.1420679,-20.0136375,0.0562,0.057,12.194,0.026,41.0,12.114,0.035,31.2,,,,,,,0000,AAXX,0,10,1.0,34.078,0000,55491.055002,09417b219-000860,2724.6,66.373,1069.2,34.298,,
113.1421076,-20.013577,0.0611,0.0581,12.158,0.029,37.2,12.047,0.035,31.3,,,,,,,0000,AAXX,0,10,1.0,3.591,0000,55491.187179,09421b218-000786,2815.2,75.691,1137.5,36.291,,
113.1421138,-20.0135867,0.0535,0.053,12.067,0.025,43.9,12.071,0.036,30.2,,,,,,,0000,AAXX,0,10,1.0,-4.704,0000,55491.253395,09424a194-000935,3062.3,69.68,1112.8,36.848,,
113.1420822,-20.0136483,0.0524,0.0522,12.201,0.023,46.5,12.165,0.038,28.7,,,,,,,0000,AAXX,0,10,1.0,-13.775,0000,55491.319483,09425b218-003470,2707.9,58.222,1020.5,35.568,,
113.1420949,-20.0133988,0.053,0.0606,12.421,0.026,41.1,12.089,0.033,33.2,,,,,,,0d00,AAXX,0,10,1.0,-10.676,0000,55491.385571,09428a193-003883,2211.1,53.757,1094.0,32.991,,
113.1421131,-20.0135738,0.0547,0.0576,12.152,0.026,41.5,12.159,0.036,30.6,,,,,,,0000,AAXX,0,5,0.5,2.288,0000,55491.451787,09429b218-001152,2831.4,68.191,1025.6,33.547,,
113.1421002,-20.0135634,0.0549,0.0557,12.106,0.024,45.7,12.157,0.035,30.9,,,,,,,0000,AAXX,0,10,1.0,22.56,0000,55491.517875,09432a193-000772,2953.6,64.69,1027.8,33.237,,
113.1421422,-20.0136007,0.0675,0.0687,12.149,0.034,31.6,11.954,0.035,30.6,,,,,,,0000,AAXX,0,10,1.0,44.215,0000,55491.583964,09433b218-000750,2838.8,89.798,1238.5,40.443,,
113.1420761,-20.0136108,0.0585,0.0596,12.14,0.026,41.9,12.12,0.042,26.0,,,,,,,0000,AAXX,0,10,1.0,44.133,0000,55491.584091,09433b219-000928,2864.1,68.356,1062.7,40.909,,
113.142135,-20.0135895,0.0542,0.0599,12.202,0.026,41.0,12.1,0.036,30.3,,,,,,,0000,AAXX,0,10,1.0,64.696,0000,55491.650179,09436a193-000812,2704.0,65.89,1082.7,35.781,,
113.1420956,-20.0135978,0.058,0.0642,12.217,0.029,37.6,12.096,0.037,29.1,,,,,,,0000,AAXX,0,10,1.0,100.121,0000,55491.782483,09440a194-000865,2667.3,70.859,1087.3,37.356,,
113.1420424,-20.0136265,0.0571,0.0534,12.096,0.027,40.9,12.127,0.034,31.8,,,,,,,0000,AAXX,0,10,1.0,78.614,0000,55491.91466,09444a193-000933,2981.7,72.949,1056.2,33.242,,
113.1421085,-20.0135985,0.0448,0.05,12.124,0.023,47.5,12.055,0.032,33.6,,,,,,,0000,AAXX,0,10,1.0,36.716,0000,55492.046964,09448a193-000879,2905.4,61.132,1128.6,33.637,,
113.1425891,-20.0139263,0.046,0.0446,11.191,0.021,52.6,12.372,0.047,23.2,,,,,,,0000,AAXX,0,10,1.0,-12.375,0000,55499.387861,09669b212-002003,6819.4,129.59,831.02,35.893,,
113.1420859,-20.0135657,0.0499,0.0513,12.137,0.02,53.8,12.077,0.037,29.4,,,,,,,0000,AA,0,10,1.0,17.691,00,56955.52494118,53805b214-000825,2812.2,52.248,1061.3,36.056,1.1360197013510171e+18,0.143196
113.1421264,-20.0135957,0.0544,0.0563,12.193,0.021,52.5,12.117,0.044,24.7,,,,,,,0000,AA,0,10,1.0,59.34,00,56955.65648179,53809b214-000891,2671.0,50.922,1023.2,41.347,1.1360197013510171e+18,0.095444
113.1420788,-20.0136247,0.057,0.0665,12.212,0.026,41.9,12.109,0.041,26.7,,,,,,,0000,AA,0,10,1.0,95.315,00,56955.78802184,53813b215-000864,2624.1,62.553,1031.1,38.594,1.1360197013510171e+18,0.103612
113.1421124,-20.0135836,0.0522,0.0699,12.157,0.027,40.1,12.147,0.036,30.3,,,,,,,0000,AA,0,5,0.5,82.4,00,56955.91943457,53817b214-000857,2761.9,68.905,994.87,32.88,1.1360197013510171e+18,0.083753
113.1421204,-20.0135966,0.0467,0.0613,12.135,0.025,42.6,12.094,0.036,30.2,,,,,,,0000,AA,0,10,1.0,81.931,00,56955.91956193,53817b215-000826,2818.0,66.182,1045.3,34.668,1.1360197013510171e+18,0.075134
113.1421071,-20.0136035,0.0549,0.0559,12.166,0.021,51.0,12.253,0.051,21.4,,,,,,,0000,AA,0,5,0.5,61.982,00,56955.98526828,53820a190-000903,2737.6,53.693,902.47,42.079,1.1360197013510171e+18,0.026049
113.1421238,-20.0135677,0.0523,0.0651,12.14,0.023,46.5,12.096,0.038,28.5,,,,,,,0000,AA,0,5,0.5,41.293,00,56956.05097466,53821b214-000812,2805.7,60.366,1043.0,36.576,1.1360197013510171e+18,0.15274
113.142112,-20.0135894,0.0512,0.0512,12.137,0.022,50.3,12.124,0.038,28.9,,,,,,,0000,AA,0,10,1.0,20.029,00,56956.11680837,53824a190-000856,2811.2,55.879,1016.7,35.124,1.1360197013510171e+18,0.066005
113.1420798,-20.0135637,0.0473,0.0516,12.147,0.021,51.2,12.094,0.037,29.3,,,,,,,0000,AA,0,10,1.0,3.523,00,56956.18251476,53826a121-000870,2786.1,54.378,1044.6,35.669,1.1360197013510171e+18,0.157549
113.1421008,-20.01359,0.0524,0.0585,12.123,0.024,45.9,12.177,0.04,27.4,,,,,,,0000,AA,0,10,1.0,-3.61,00,56956.2482211,53828a189-000830,2849.0,62.091,968.51,35.301,1.1360197013510171e+18,0.048472
113.1421104,-20.013605,0.052,0.0553,12.147,0.024,45.3,12.121,0.037,29.2,,,,,,,0000,AA,0,10,1.0,-13.413,00,56956.31405485,53829b215-001100,2787.9,61.569,1019.2,34.901,1.1360197013510171e+18,0.037652
113.1421017,-20.0135998,0.0514,0.0539,12.144,0.021,51.5,12.341,0.053,20.6,,,,,,,0d00,AA,0,10,1.0,-15.998,00,56956.37976115,53832a190-003480,2794.5,54.24,832.64,40.44,1.1360197013510171e+18,0.015116
113.1421242,-20.0135439,0.0502,0.0608,12.134,0.023,46.8,12.033,0.043,25.5,,,,,,,0000,AA,0,10,1.0,13.185,00,56956.51130124,53836a121-000811,2819.4,60.285,1105.2,43.372,1.1360197013510171e+18,0.230041
113.1420599,-20.0135806,0.0641,0.0613,12.197,0.026,41.3,12.161,0.037,29.0,,,,,,,0000,AA,0,5,0.5,55.099,00,56956.64271397,53840a189-001031,2660.2,64.37,982.36,33.867,1.1360197013510171e+18,0.15681
113.1421013,-20.0135903,0.0674,0.0658,12.232,0.028,39.4,12.168,0.059,18.6,,,,,,,0000,AA,0,10,1.0,55.01,00,56956.64284134,53840a190-000845,2577.5,65.337,975.85,52.598,1.1360197013510171e+18,0.047596
113.1420999,-20.0136056,0.0502,0.0559,12.159,0.023,47.9,12.072,0.037,29.1,,,,,,,0000,AA,0,10,1.0,92.48,00,56956.77425406,53844a189-000786,2756.3,57.504,1066.2,36.625,1.1360197013510171e+18,0.008099
113.1421152,-20.013595,0.0535,0.0599,12.129,0.024,45.3,12.014,0.037,29.3,,,,,,,0000,AA,0,10,1.0,29.324,00,57123.08155127,58906a083-000848,2835.1,62.609,1128.4,38.477,1.1360197013510171e+18,0.061407
113.1421262,-20.0136194,0.057,0.0681,12.099,0.027,39.9,12.081,0.037,29.4,,,,,,,0000,AA,0,5,0.5,70.575,00,57123.21283686,58911a030-000859,2914.3,73.123,1060.4,36.098,1.1360197013510171e+18,0.107405
113.1420859,-20.0135656,0.0541,0.0597,12.172,0.025,42.7,12.113,0.04,27.1,,,,,,,0000,AA,0,5,0.5,71.042,00,57123.21296418,58911a031-000819,2724.9,63.742,1030.5,37.955,1.1360197013510171e+18,0.143538
113.1421023,-20.0135918,0.0467,0.053,12.08,0.022,48.4,12.05,0.039,27.6,,,,,,,0000,AA,0,10,1.0,103.742,00,57123.34424977,58914a084-000762,2965.9,61.247,1091.4,39.49,1.1360197013510171e+18,0.042897
113.1421113,-20.0135756,0.0479,0.0571,12.148,0.023,46.4,12.105,0.034,31.9,,,,,,,0000,AA,0,10,1.0,93.209,00,57123.40982888,58917a060-000786,2785.9,60.06,1037.2,32.466,1.1360197013510171e+18,0.107872
113.1420823,-20.0135604,0.0516,0.0554,12.168,0.023,47.1,12.195,0.052,21.0,,,,,,,0000,AA,0,10,1.0,73.426,00,57123.4755353,58918a084-000821,2734.4,58.015,954.72,45.55,1.1360197013510171e+18,0.165254
113.1419764,-20.013517,0.063,0.0656,12.291,0.027,40.8,12.286,0.053,20.3,,,,,,,0000,AA,0,0,0.0,52.581,00,57123.54111447,58921a001-000825,2441.5,59.838,878.25,43.211,1.1360197013510171e+18,0.519473
113.1421082,-20.0135761,0.0526,0.0534,12.136,0.022,50.3,12.102,0.036,30.0,,,,,,,0000,AA,0,10,1.0,31.589,00,57123.60682089,58922a084-000833,2816.9,56.045,1040.6,34.71,1.1360197013510171e+18,0.102689
113.1421142,-20.0136124,0.0554,0.0639,12.113,0.024,45.1,12.079,0.043,25.2,,,,,,,0000,AA,0,10,1.0,11.592,00,57123.6724,58925a059-000869,2876.9,63.769,1062.5,42.111,1.1360197013510171e+18,0.059632
113.142099,-20.0136054,0.0554,0.056,12.113,0.022,49.8,12.063,0.04,27.1,,,,,,,0000,AA,0,10,1.0,2.794,00,57123.73810648,58926a084-000861,2875.9,57.792,1078.5,39.813,1.1360197013510171e+18,0.007326
113.142098,-20.0136012,0.0577,0.0785,12.172,0.032,34.4,12.048,0.035,30.9,,,,,,,0000,AA,0,5,0.5,-5.572,00,57123.80368559,58929a059-000795,2724.4,79.196,1093.4,35.341,1.1360197013510171e+18,0.009228
113.1420955,-20.0135883,0.0541,0.0567,12.162,0.022,49.6,12.091,0.036,29.9,,,,,,,0000,AA,0,10,1.0,-13.391,00,57123.86939207,58930a084-001611,2750.8,55.417,1050.9,35.133,1.1360197013510171e+18,0.055938
113.141972,-20.0136482,0.0675,0.0814,12.685,0.032,34.3,12.242,0.046,23.4,,,,,,,H000,AA,0,10,1.0,-10.385,00,57123.93497118,58933a059-002874,1699.0,49.495,914.73,39.171,1.1360197013510171e+18,0.460134
113.1421192,-20.0135859,0.0535,0.0525,12.138,0.026,41.8,12.021,0.037,29.4,,,,,,,0000,AA,0,10,1.0,-9.635,00,57123.9350985,58933a061-002402,2812.0,67.321,1121.1,38.113,1.1360197013510171e+18,0.09195
113.1421035,-20.0136121,0.055,0.0584,12.117,0.024,45.8,12.133,0.046,23.5,,,,,,,0000,AA,0,10,1.0,24.377,00,57124.06638409,58937a055-000801,2866.8,62.595,1011.1,43.014,1.1360197013510171e+18,0.034253
113.1420903,-20.0135789,0.0532,0.0537,12.15,0.022,48.6,12.039,0.035,31.1,,,,,,,0000,AA,0,10,1.0,66.223,00,57124.19766971,58941a056-000808,2781.6,57.184,1102.3,35.398,1.1360197013510171e+18,0.093417
113.1421058,-20.0136037,0.0558,0.0633,12.156,0.026,42.5,12.079,0.041,26.7,,,,,,,0000,AA,0,5,0.5,14.074,00,57317.52952907,64833b214-000753,2769.0,65.125,1059.4,39.665,1.1360197013510171e+18,0.021676
113.14213,-20.0135941,0.0545,0.055,12.153,0.024,44.9,12.229,0.041,26.7,,,,,,,0000,AA,0,10,1.0,14.146,00,57317.52965639,64833b215-000873,2777.5,61.811,922.54,34.614,1.1360197013510171e+18,0.108788
113.1421123,-20.0135814,0.0533,0.0541,12.196,0.023,47.8,12.164,0.041,26.7,,,,,,,0000,AA,0,5,0.5,55.661,00,57317.66081464,64837b215-000881,2669.1,55.834,978.83,36.621,1.1360197013510171e+18,0.090425
113.1421039,-20.0135848,0.0529,0.0578,12.149,0.023,47.7,12.161,0.037,29.3,,,,,,,0000,AA,0,10,1.0,92.286,00,57317.7919729,64841b214-000815,2787.6,58.481,981.76,33.475,1.1360197013510171e+18,0.068668
113.1421028,-20.0135632,0.0525,0.0544,12.14,0.022,48.9,12.052,0.034,31.5,,,,,,,0000,AA,0,10,1.0,102.276,00,57317.85755207,64844a190-000847,2812.1,57.539,1085.2,34.419,1.1360197013510171e+18,0.145176
113.1421454,-20.0136092,0.0516,0.0527,12.18,0.023,46.3,12.089,0.042,26.1,,,,,,,0000,AA,0,10,1.0,85.199,00,57317.92313116,64845b214-000979,2710.1,58.594,1049.5,40.173,1.1360197013510171e+18,0.156994
113.1421157,-20.0135929,0.0535,0.055,12.176,0.021,50.7,12.163,0.036,30.0,,,,,,,0000,AA,0,10,1.0,65.465,00,57317.98871032,64848a189-000876,2718.9,53.578,980.48,32.63,1.1360197013510171e+18,0.06685
113.1421244,-20.0135804,0.0558,0.0607,12.172,0.024,45.2,12.115,0.038,28.7,,,,,,,0000,AA,0,10,1.0,44.783,00,57318.05428946,64849b214-000882,2728.5,60.355,1024.2,35.687,1.1360197013510171e+18,0.118352
113.1420931,-20.0136119,0.0571,0.0602,12.203,0.022,48.7,12.122,0.049,22.2,,,,,,,0000,AA,0,10,1.0,23.86,00,57318.11986859,64852a121-000983,2652.1,54.488,1018.3,45.856,1.1360197013510171e+18,0.037289
113.1420911,-20.0135736,0.0593,0.0671,12.158,0.024,45.3,12.07,0.04,27.3,,,,,,,0000,AA,0,5,0.5,4.181,00,57318.18544771,64853b214-000813,2764.1,61.071,1067.8,39.125,1.1360197013510171e+18,0.110893
113.1421055,-20.0135748,0.0504,0.0542,12.147,0.022,49.5,12.128,0.036,30.2,,,,,,,0000,AA,0,10,1.0,-2.927,00,57318.25102684,64856a189-000852,2791.8,56.348,1012.4,33.489,1.1360197013510171e+18,0.105007
113.1421034,-20.01362,0.0524,0.0625,12.187,0.025,43.4,12.1,0.037,29.2,,,,,,,0000,AA,0,5,0.5,-11.81,00,57318.31660601,64857b214-001006,2692.7,62.039,1038.7,35.583,1.1360197013510171e+18,0.061273
113.1420891,-20.0135653,0.06,0.0658,12.166,0.027,40.8,12.188,0.046,23.4,,,,,,,0000,AA,0,5,0.5,8.731,00,57318.51334339,64864a189-000850,2743.3,67.198,958.14,40.909,1.1360197013510171e+18,0.141516
113.1420833,-20.0135571,0.0671,0.0663,12.229,0.027,39.9,12.092,0.042,26.0,,,,,,,0000,AA,0,5,0.5,50.684,00,57318.64450164,64868a189-000857,2588.6,64.951,1046.5,40.288,1.1360197013510171e+18,0.175351
113.1420713,-20.0135836,0.0571,0.0602,12.115,0.027,40.0,12.134,0.04,27.3,,,,,,,0000,AA,0,10,1.0,50.566,00,57318.644629,64868a190-000826,2875.2,71.798,1006.4,36.894,1.1360197013510171e+18,0.118809
113.1420927,-20.0135657,0.0515,0.0569,12.236,0.023,46.9,12.121,0.035,31.0,,,,,,,0000,AA,0,10,1.0,-5.647,00,57481.97454918,69850a077-001914,2572.7,54.812,1018.7,32.892,1.1360197013510171e+18,0.137599
113.1421278,-20.0135975,0.0584,0.0597,12.148,0.025,44.2,12.168,0.054,19.9,,,,,,,0000,AA,0,10,1.0,73.071,00,57482.23673882,69858a078-000825,2790.7,63.16,975.98,48.984,1.1360197013510171e+18,0.098386
113.1420213,-20.0137896,0.0605,0.0631,12.316,0.028,38.7,12.137,0.039,28.2,,,,,,,0000,AA,0,10,1.0,104.127,00,57482.36776999,69862a078-001044,2391.1,61.743,1003.5,35.643,1.1360197013510171e+18,0.7205
113.1420791,-20.0136024,0.0487,0.0521,12.177,0.023,46.3,12.091,0.032,33.5,,,,,,,0000,AA,0,10,1.0,91.24,00,57482.43334925,69865a054-000869,2715.9,58.608,1047.2,31.223,1.1360197013510171e+18,0.068761
113.1420983,-20.0135978,0.0484,0.0541,12.119,0.022,50.2,12.139,0.036,29.8,,,,,,,0000,AA,0,10,1.0,50.487,00,57482.56438038,69869a054-000920,2866.9,57.116,1001.9,33.677,1.1360197013510171e+18,0.0205
113.1420728,-20.0135983,0.0514,0.0508,12.114,0.021,52.1,12.074,0.039,28.1,,,,,,,0000,AA,0,5,0.5,29.524,00,57482.62995964,69870a078-000768,2880.1,55.254,1063.4,37.906,1.1360197013510171e+18,0.091831
113.1421157,-20.0136026,0.0525,0.0573,12.182,0.024,45.9,12.099,0.039,27.8,,,,,,,0000,AA,0,10,1.0,9.937,00,57482.69541154,69873a053-000846,2704.6,58.97,1039.9,37.448,1.1360197013510171e+18,0.055212
113.1421046,-20.0135933,0.052,0.0547,12.152,0.021,50.8,12.117,0.037,29.7,,,,,,,0000,AA,0,10,1.0,1.874,00,57482.7609908,69874a078-000912,2779.0,54.712,1022.3,34.479,1.1360197013510171e+18,0.040391
113.1420982,-20.0135816,0.0477,0.0575,12.192,0.023,46.5,12.05,0.037,29.2,,,,,,,0000,AA,0,5,0.5,-6.203,00,57482.82657007,69877a054-000788,2679.1,57.626,1087.5,37.213,1.1360197013510171e+18,0.078585
